5.59, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 6.8492e+02, 1.63365
5.60, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 7.0915e+02, 1.65212
5.48, 0.1028, 0.0893, 0.0871, 0.0852, 0.0772, 3.0915e+03, 7.64546
4.21, 0.0534, 0.0320, 0.0284, 0.0382, 0.0334, 8.3772e+03, 19.76296
5.43, 0.2645, 0.2039, 0.1797, 0.1820, 0.0635, 7.4025e+03, 20.09137
5.44, 0.1154, 0.1330, 0.0570, 0.1267, 0.0481, 2.2004e+03, 5.41613
5.49, 0.2283, 0.1890, 0.2016, 0.1574, 0.1228, 5.9610e+03, 15.43808
5.45, 0.1138, 0.1367, 0.2206, 0.1277, 0.0466, 2.1557e+03, 5.33310
5.46, 0.0807, 0.0709, 0.1186, 0.0355, 0.1498, 1.0071e+03, 2.43618
4.98, 0.0351, 0.0368, 0.0335, 0.0253, 0.0207, 1.4257e+04, 33.36786
5.61, 0.1366, 0.0986, 0.1351, 0.1308, 0.1493, 1.1231e+04, 26.93648
5.50, 0.0672, 0.1937, 0.1405, 0.0959, 0.0999, 4.9123e+03, 11.93422
5.13, 0.0279, 0.0304, 0.0333, 0.0202, 0.0187, 2.1778e+04, 50.67937
5.51, 0.0544, 0.1104, 0.0962, 0.1430, 0.1020, 3.8026e+03, 9.28121
5.05, 0.0640, 0.0462, 0.0241, 0.0212, 0.0148, 2.0367e+04, 48.13664
5.62, 0.1132, 0.1472, 0.1671, 0.1023, 0.0602, 4.3343e+03, 10.70690
5.52, 0.1175, 0.0769, 0.0670, 0.0950, 0.0639, 1.7886e+03, 4.48664
5.47, 0.0702, 0.0679, 0.0616, 0.0624, 0.0537, 8.2196e+03, 19.46403
5.53, 0.0285, 0.1193, 0.1473, 0.0922, 0.0606, 2.4163e+03, 5.86217
5.54, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 9.1918e+02, 2.35255
4.99, 0.0661, 0.0482, 0.0606, 0.0339, 0.0476, 1.1745e+04, 27.61091
5.14, 0.0808, 0.1159, 0.0869, 0.0374, 0.0264, 1.0774e+04, 25.39236
5.55, 0.1335, 0.1652, 0.0943, 0.2178, 0.1184, 2.0998e+03, 5.17896
5.56, 0.1074, 0.1525, 0.0414, 0.0972, 0.0740, 3.0869e+03, 7.68628
5.00, 0.1522, 0.3082, 0.2481, 150144.1041, 0.0919, 1.0000e+04, 24.05160
5.15, 0.0492, 0.0358, 0.0741, 0.0868, 0.0413, 1.3354e+04, 31.17546
5.01, 0.0423, 0.0603, 0.0404, 0.0387, 0.0198, 1.7811e+04, 41.02490
5.16, 0.0808, 0.1614, 0.1435, 0.1182, 0.0297, 1.7044e+04, 39.01270
5.02, 0.0653, 0.0568, 0.0492, 0.0168, 0.0162, 6.2730e+03, 13.18401
5.06, 0.0439, 0.0768, 0.0691, 0.0382, 0.0297, 5.0848e+04, 114.82108
5.23, 0.0369, 0.0666, 0.0435, 0.0339, 0.0267, 7.6608e+04, 173.58581
5.17, 0.0374, 0.0470, 0.0419, 0.0393, 0.0235, 2.1567e+04, 45.15456
5.24, 0.1173, 0.2318, 0.0943, 0.1162, 0.1574, 1.0559e+04, 23.11380
5.07, 0.0426, 0.0426, 0.0370, 0.0345, 0.0179, 1.2923e+04, 27.83295
