4.81, 0.5594, 0.4621, 3.0975e+05, 299.53933
4.45, 0.5009, 0.4794, 1.5200e+05, 160.62200
4.19, 0.5384, 0.6288, 3.8000e+05, 361.11869
4.37, 0.3213, 0.2650, 4.4066e+05, 395.96950
4.72, 0.3704, 0.7282, 2.6400e+05, 260.56967
4.82, 0.3730, 0.3775, 2.9652e+05, 281.53505
4.38, 0.5092, 741.5831, 4.2200e+05, 376.17382
5.00, 0.5710, 0.7851, 5.1400e+05, 456.17210
4.63, 0.2916, 0.2660, 6.9013e+05, 565.91705
4.46, 0.5557, 0.3119, 6.1163e+05, 525.08873
4.47, 0.5884, 6.4380, 1.7500e+05, 180.83605
4.39, 11750980.0453, 13133523.5284, 2.6100e+05, 270.47640
4.73, 0.6700, 0.5675, 7.1066e+05, 567.71397
4.64, 0.5057, 68997.1157, 2.2300e+05, 226.02632
4.83, 126.1867, 0.6084, 9.2500e+05, 705.67386
5.01, 0.5209, 84144.0247, 5.4900e+05, 480.40667
4.74, 0.3758, 0.4476, 2.9216e+05, 287.91743
4.48, 0.3145, 0.2739, 4.6888e+05, 405.42114
5.10, 0.3558, 0.3109, 5.1152e+05, 445.74149
4.84, 0.5478, 0.6913, 2.7600e+05, 261.38736
5.02, 0.5504, 2123.6668, 3.1800e+05, 286.21317
4.65, 0.3326, 0.3154, 7.3507e+05, 600.01492
4.49, 0.5406, 0.5490, 5.3758e+05, 458.67503
4.66, 0.4340, 0.8009, 2.6600e+05, 265.53562
5.11, 0.6333, 0.6394, 6.9800e+05, 580.12967
4.85, 0.3186, 0.2804, 8.8154e+05, 672.45964
4.67, 0.6276, 0.5557, 3.1100e+05, 300.60973
4.50, 0.7404, 0.7919, 4.0360e+06, 3391.22940
4.86, 0.4972, 0.6622, 3.0326e+05, 287.11058
4.68, 7297072.1910, 8197716.8173, 2.9700e+05, 288.48559
5.03, 0.3244, 0.2711, 1.2819e+06, 919.67691
5.12, 0.4394, 0.3341, 6.6948e+05, 550.67609
4.51, 0.6006, 0.5016, 2.3899e+05, 247.58174
4.69, 0.5938, 0.6388, 2.2600e+05, 228.44312
4.87, 0.3394, 0.3173, 3.5751e+05, 339.73933
4.52, 0.6607, 0.5986, 1.9500e+05, 206.44343
5.04, 0.4497, 0.7953, 4.9309e+05, 434.37447
5.20, 0.3485, 0.2479, 1.7432e+06, 1175.05739
4.90, 3.4941, 0.6168, 4.0080e+06, 3161.83175
4.88, 0.6082, 10176.2916, 3.5500e+05, 330.23157
4.53, 0.5266, 66194.4240, 2.6600e+05, 264.35073
5.13, 0.6380, 181298.0877, 7.2100e+05, 571.71156
5.30, 0.3599, 0.7341, 6.9550e+05, 551.10697
4.89, 0.5482, 0.6815, 2.1600e+05, 208.41994
4.54, 0.3030, 0.2641, 6.0937e+05, 513.96130
5.14, 0.5456, 159735.2896, 6.1800e+05, 522.71072
4.91, 0.3137, 0.3281, 1.0890e+06, 811.35897
5.31, 0.5293, 0.5537, 7.7617e+05, 623.81981
4.55, 0.6177, 0.4898, 2.2147e+05, 225.05687
5.21, 35775611.1973, 30711644.9266, 1.3000e+06, 882.93547
4.75, 0.6298, 0.7713, 3.1240e+06, 2755.48853
5.40, 0.6378, 594.8909, 1.0050e+06, 763.47090
5.15, 0.3896, 0.3341, 6.1076e+05, 513.85644
4.92, 0.3595, 0.2766, 3.5788e+05, 322.67343
5.05, 0.5885, 0.7750, 1.3300e+06, 1295.87713
4.56, 0.8705, 0.5327, 6.1200e+05, 510.84203
5.32, 0.5125, 10377.7212, 8.1400e+05, 651.39385
4.76, 0.3040, 0.2550, 8.6800e+05, 678.38334
5.41, 0.5166, 39312.9704, 8.6500e+05, 653.96613
4.93, 0.4388, 0.7557, 7.4900e+05, 573.69516
5.16, 0.3961, 0.5498, 7.3200e+05, 583.65246
5.06, 0.4364, 0.2786, 7.9887e+05, 597.73500
4.57, 9340191.7554, 42167.4718, 6.5100e+05, 541.53069
4.77, 0.5646, 237713.6678, 2.9100e+05, 285.58863
5.22, 0.3042, 0.2432, 1.6869e+06, 1137.96977
4.58, 0.3590, 0.3379, 2.2725e+05, 228.43278
4.78, 0.5555, 0.7891, 2.8700e+05, 279.77993
